13, 86, 43, 15, 46, 38, 64, 75, 21, 55, 90, 17, 16, 60, 57, 14, 9, 27, 31, 58, 67, 45, 69, 36, 89, 37, 52, 51, 25, 59, 71, 83, 84, 80, 11, 0, 72, 2, 22, 50, 93, 40, 12, 32, 30, 79, 56, 1, 87, 33, 6, 78, 10, 66, 26, 42, 7, 19, 77, 4, 76, 63, 34, 5, 39, 70, 74, 23, 65, 61, 73, 24, 62, 48, 88, 81, 49, 85, 35, 41, 92, 94, 44, 8, 20, 54, 82, 47, 91, 18, 68, 28, 3, 53, 29
73, 37, 79, 72, 75, 87, 13, 29, 48, 58, 0, 83, 1, 6, 71, 62, 49, 68, 85, 92, 76, 25, 22, 50, 16, 14, 28, 35, 82, 94, 69, 80, 93, 34, 10, 32, 8, 86, 39, 57, 44, 89, 47, 78, 20, 11, 30, 54, 67, 41, 91, 60, 7, 15, 27, 4, 2, 40, 84, 52, 90, 19, 33, 53, 88, 55, 81, 9, 77, 45, 42, 61, 3, 38, 23, 17, 46, 26, 43, 56, 51, 5, 74, 63, 31, 66, 24, 64, 18, 12, 70, 21, 59, 36, 65
0, 22, 36, 9, 90, 23, 18, 7, 71, 84, 73, 58, 53, 12, 66, 16, 57, 33, 50, 92, 47, 65, 1, 51, 61, 44, 70, 93, 68, 3, 31, 5, 60, 6, 2, 85, 77, 46, 91, 11, 20, 87, 49, 56, 27, 29, 41, 80, 42, 8, 69, 52, 78, 4, 62, 43, 94, 38, 24, 28, 39, 30, 86, 72, 76, 15, 21, 82, 14, 40, 17, 83, 10, 74, 45, 64, 32, 59, 75, 54, 63, 25, 34, 67, 13, 55, 88, 79, 81, 26, 35, 48, 89, 37, 19
92, 51, 84, 10, 93, 77, 54, 7, 64, 47, 68, 19, 79, 78, 42, 87, 73, 71, 80, 69, 11, 45, 66, 60, 62, 65, 8, 13, 50, 70, 39, 48, 21, 30, 44, 26, 85, 17, 56, 31, 94, 59, 5, 86, 36, 1, 81, 3, 40, 22, 12, 63, 15, 52, 76, 35, 27, 49, 20, 41, 91, 88, 23, 53, 2, 75, 74, 18, 38, 28, 90, 67, 9, 29, 14, 4, 34, 0, 16, 43, 89, 55, 6, 24, 72, 61, 82, 58, 37, 46, 25, 57, 33, 83, 32
68, 24, 26, 52, 31, 40, 48, 72, 39, 56, 88, 63, 74, 84, 73, 75, 62, 57, 19, 60, 37, 92, 41, 55, 80, 70, 4, 90, 21, 18, 10, 86, 53, 28, 58, 29, 82, 79, 5, 33, 46, 34, 25, 12, 30, 51, 16, 43, 44, 36, 89, 50, 85, 8, 81, 2, 7, 69, 0, 11, 61, 78, 87, 6, 65, 22, 14, 42, 23, 45, 38, 59, 13, 35, 77, 15, 66, 76, 54, 9, 27, 20, 64, 91, 83, 94, 71, 47, 3, 17, 1, 67, 49, 32, 93
41, 21, 51, 64, 76, 77, 52, 29, 46, 24, 26, 1, 8, 73, 82, 35, 25, 92, 38, 3, 54, 60, 69, 89, 85, 37, 74, 12, 87, 17, 16, 86, 65, 40, 62, 84, 61, 0, 90, 34, 81, 49, 31, 4, 48, 80, 75, 83, 56, 28, 20, 30, 27, 5, 39, 10, 2, 50, 14, 23, 57, 70, 79, 6, 7, 67, 78, 94, 13, 15, 19, 55, 33, 72, 45, 63, 71, 91, 18, 11, 68, 22, 44, 43, 36, 42, 32, 58, 59, 93, 9, 47, 66, 88, 53
73, 81, 33, 27, 35, 65, 19, 76, 4, 12, 7, 62, 41, 47, 23, 5, 70, 20, 44, 28, 74, 3, 25, 66, 24, 82, 58, 75, 85, 56, 79, 57, 67, 63, 77, 32, 39, 54, 14, 13, 46, 18, 8, 64, 90, 68, 0, 89, 71, 50, 40, 59, 17, 26, 38, 29, 34, 83, 52, 10, 86, 80, 36, 94, 61, 93, 84, 43, 2, 42, 15, 1, 69, 16, 48, 31, 87, 88, 11, 9, 45, 21, 53, 49, 51, 91, 55, 72, 30, 60, 37, 6, 92, 22, 78
81, 50, 33, 83, 37, 87, 2, 32, 4, 61, 12, 55, 85, 20, 42, 58, 92, 73, 23, 52, 47, 67, 44, 54, 21, 62, 31, 71, 89, 43, 25, 53, 77, 75, 13, 7, 40, 8, 30, 10, 26, 69, 63, 16, 28, 6, 79, 88, 57, 84, 64, 3, 11, 45, 65, 78, 90, 74, 27, 0, 46, 22, 94, 86, 1, 41, 49, 29, 82, 38, 66, 59, 5, 36, 72, 91, 19, 15, 9, 24, 39, 68, 18, 48, 80, 60, 51, 34, 70, 93, 76, 17, 56, 14, 35
63, 5, 4, 27, 43, 10, 45, 66, 73, 89, 44, 58, 22, 28, 62, 14, 46, 40, 32, 84, 77, 68, 80, 17, 16, 87, 82, 75, 92, 88, 42, 91, 53, 69, 56, 2, 1, 26, 29, 6, 70, 51, 49, 13, 59, 8, 11, 39, 38, 24, 33, 60, 9, 61, 19, 25, 94, 21, 35, 31, 76, 18, 57, 47, 93, 90, 48, 3, 74, 55, 83, 65, 79, 20, 72, 85, 67, 23, 52, 15, 34, 37, 86, 12, 50, 78, 71, 7, 64, 81, 0, 41, 36, 30, 54
16, 67, 1, 26, 94, 91, 15, 44, 74, 11, 41, 72, 63, 51, 36, 19, 24, 58, 53, 10, 13, 86, 87, 2, 38, 71, 80, 28, 81, 68, 82, 46, 34, 9, 76, 45, 29, 14, 88, 50, 90, 37, 32, 57, 66, 92, 5, 52, 42, 70, 55, 85, 25, 47, 31, 54, 30, 8, 23, 75, 3, 4, 43, 0, 61, 35, 56, 21, 78, 79, 40, 20, 62, 93, 48, 73, 7, 6, 60, 18, 83, 65, 69, 17, 12, 77, 27, 39, 33, 59, 22, 89, 84, 49, 64
